Review_Text,Sentiment
"Amazing friendly service, convenient location. Would recommend highly.",3
The hotel interior is really modern and spacious. Its strategic location added value for the money. The hotel staff was very friendly and helpful. In fact they even help us to get movie ticket as we are rushing with our busy schedule. The best of the hotel is its attached to a new shopping mall where you can get A-Z and you don't need to spend money on transport or worried to shop till late night. Definitely will visit this hotel again.,3
Perfect travellers hotel. Great services and wonderful food. The rooms are neat and clean and well kept. The newly furnished rooms are even classy. For regular visitors and tourists absolute value for money. No need of wasting money in needlessly fancy hotels.,3
"The overall experience was very nice at the hotel. The activities were not available in the hotel. I had visited this hotel alone for official tour. All amenities like TV, AC and geyser were available in the room.",2
This hotel is very near to many shopping places and very convenient to restaurants and easy connectivity to almost all requirements and also very affordable to common man. Also good friendly atmosphere you can see many local sight seeing places near by this hotel,3
The food was provided with vegetarian and non-vegetarian dishes. All amenities were in working condition in the room. The room was neat and clean. The check in and checkout was good. The receptionist was good and co-operative. The transport facility was not provided in the hotel.,3
Everything was good at the hotel. I had booked room in advance. In the hotel activity was conducted. I had visited this hotel alone for official work. I don't have any suggestion for this hotel. The internet connection was provided in the room.,3
"I had been to Chennai in the month of November. Traveling towards the Chennai I stayed in Woodlands Hotel for one night & one day because of due to heavy rain very good accommodation to stay, far from city. Good food but room rent is expensive. But all so OK.",3
"I was going to Chennai at last month for some work & visiting Chennai. Me & my sir stayed at hotel New Woodland. It is a big hotel. They have good swimming pool. We stayed here four days. I was enjoyed at Chennai. Like Gandhi sea beach, Merina sea beach, Golden sea beach & Chennai city centre.",3
The hotel which I like very much in Chennai. But swimming pool is chargeable. I suggest this hotel especially for family people. The hotel have much space for parking. Morning breakfast is very nice & enjoyable.,3
"New woodlands chennai which gave me a homely experience with a luxurious touch for one whole night along with my family. The management totally makes the whole customer with 100% satisfaction.Coming across the food,they are pretty good in providing most Delicious and tasty food as our need.Totally staying here will surely gives you a lively home touch experience. Thank you......",3
Had a very pleasant and comfortable stay. Right from the pick-up to the smooth hassle free check-out. The food was tasty and we had a lot of varieties to taste. The best hotel in Chennai and the staff were very helpful prompt and cooperative. The service was excellent and will certainly recommend.,3
"Great reception, nicely connected to various important places, nice walking area, swimming pool, two restaurants, good South Indian delicious food, security, you can visit with family. Most economical, I stayed in this place for a single night and was quite satisfied.",2
"Extremely helpful staff, clean and comfortable room, splendid breakfast buffet.",3
"The additional bed provided was a disgrace
Did not provide the required sheets or additional towels paid for",3
"We would stay here again. Clean, comfortable, amazing food! Occasionally there were mosquitos in the room.",3
Best hotel with excellent staff specially John with great service at the restaurant. Great staff with great location in the heart of the city what else can you ask for and great value for your money,3
Its a great place to stay. Staff is prompt and perfect place for business commuters. Food is lovely. Location is perfect. I have been staying at this place on regular basis and highly recommend to all as its value for money property. Should have full size or bigger swimming pool.,3
"In just few word, its worth money, absolutely amazing stay, staff will make all possibility to make your stay memorable. I had amazing stay.. It in my favourite list, & I make sure to repeat stay again soon.",3
"The hotel have good facilities. Its hospitality and services are very good. Every waiters are very much polite. In its restaurants, we have many options, too. Just the swimming poor is a little small. TV channel have no HD Channels.",3
"It was very high quality stay. The reservation team were able to handle my special request. Room as very good, with high quality firings. Only sad was part of fluctuating WiFi.",3
"Guess! What greets you when you reach this hotel and just come out of your taxi. No, no garlands or a welcome drink but a bad smell of the drainage, I believe this is just opposite to this property. But other than that hotel is fine and stay was good. Though little dull than compared to other Radisson branded properties.",3
Overall the hotel is a cosy place to stay. But they don't have any added facility for enjoyment. It is located in the hub of the city Nungambakkam. The staff members are very polite and caring. I preferred staying here as I had an appointment at Sankara Nethralaya which is absolutely in the proximity. My conclusion for this property- a wonderful stay!,3
Nice hospitality and cleanliness it value for money you can stay there with family also I will suggest this for you.,3
Good.,3
Conversation was not that much,3
"Beautiful radisson blu with amazing facilities which will amaze you like Honda amaze. With amazing food with different varieties, with awesome service and good location ... Where you meet good people with good thinking with no bad thing in their mind.",3
The service and stay was nice. The staff were friendly and approachable. The food was good and the ambience too. I would recommend people to stay in this Good option in reasonable price if you ate looking 4-5 star rated hotel”,3
"The service and stay was nice. The staff were friendly and approachable. The food was good and the ambiance too. I would recommend people to stay in this hotel. The hotel is at a decent distance from the airport, which makes travelling easy. A good stay overall.",3
"A Nice place to live at, a Little expensive though, but luxury comes at cost. All the basics amenities were provided. The hotel has a Nice bar and good three restaurant, the food was good but the in room dining menu was limited. Over all a good place with trained and cordial staff",3
"The best place to stay when in Chennai .. A perfect combo of right location, perfect cleaned hygienic rooms, tasty food, excellent service .. Do visit the place when in Chennai .. Rate it the best place.",3
"Stayed for one night at the hotel. It is centrally located very near Anna Salai road. The rooms are good with all modern amentities, buffet spread is very good, the staff is helpful and ever smiling. Swimming pool is too small. Lobby needs to be made more comfortable with having good seating area",3
"The hotel was in great condition, the service at the hotel lounge was average. The breakfast buffet was excellent, they had the best spread and good food.",3
Fabulous and helpful staff. Great brand new hotel.,3
"VERY DECENT DECOR AND COMFORTABLE STAY. GOOD FOOD, LAVISH BUFFET. VALUE FOR MONEY.",3
"Fantastic service by staff at every touch point. They were very friendly and helpful, and especially so when we were stuck in Chennai due to the floods notwithstanding the hotel running at full occupancy. Cannot imagine staying at another hotel in such times - they have really taken good care of us!",3
"Very nice multi cultural buffet breakfast 
Wonderful on site restaurants",3
It was a wonderful experience .. The hotel is neat and the staffs are friendly too .. Overall recommended for short stays ..,3
The hotel was very clean.  The hospitality was excellent. Friendly atmosphere.  You just feel at home.  Great hotel.,3
Nice good hospitality front desk should be more agile and bell desk should get the luggages as early as possible.That is the only area they have to improve,3
"amenity, breakfast, facility is good compare to it's cost. people are relatively friendly while I am checking out I was requesting a bottle of water which is complimentary in room but they was charging it. 
breakfast is good in terms of variety of fruits and miso soup is available!",3
The club room was comfortable & in pristine condition.Complimentary breakfast with multiple food choices.Overall it was a good relaxing stay.,3
This hotel is one of the best around in the area for both cost and location depending on target venues. For certain businesses in the area (which is a growing hub) it is very convenient.,3
We stayed there for a night. Myself & my friend. We felt that the hotel is value for money. Staff are courteous. Ambience is pretty good. Rooms are well maintainer with good decor and ample facilities. Overall we had a pleasant stay. Thanks MMT for recommending a good hotel,3
"I visit this hotel every month as part of business trips and it is extremely good. Close to Mahindra world city, the hotel has all facilities and service, room quality, cleanliness and hygiene are very good. This is a fairly new property as well. This is must stay and only good hotel if you are planning to visit Mahindra World City area.",3
"The hotel is closer to SRM university main campus. I had some work there and this was the best option nearby. The room, food and service was excellent. The property is only 18 months old and still looks very new. The breakfast spread was of international standard. Overall a pleasant stay.",3
We are happy with our stay and would like to stay again. Hotel Room is very Clean and service is OK.. We can understand the delay in service as that particular day it was crowded. But still there is room to improve in service.,3
I stayed there on business trip. Nicely managed. Got good rates on MMT. Hotel should start good price on meal too for business travellers. Overall recommend to stay if you need to be on that area. It is away from main city.,3
Good Hotel by all means very convenient and cooperative staff. Food is also pretty good it's very close to reputed institutions also automotive hubs. I recommended its the best hotel for stay who have the work those places. This trip was my second visit next time also it's my favourite.,3
Clean and tidy hotel. Staff are very professional. Only disadvantage. Little away from city without any continence stores in the vicinity. Wi-Fi is only limited to 2 users per room. Hotel should consider free shuttle to SRM university. Thus would considerably increase the occupancy.,3
"After about an hour's drive from the airport once you reach the hotel, the first view of this ITC group hotel was quite pleasing. The inside of the hotel and the rooms were pleasant. Staff was gentle and helpful and the food was of good. It certainly was value for money.",3
It was fantastic and value for money. I enjoyed a lot with my dad and brother. The rooms were clean and the staff was friendly. Room service was perfect.,3
"Compared to the kind of facilities you get in an International Hotel for the same value, this hotel is not a value for money. Not a good choice for food. The overall experience of my stay is below my expectations and little depressing. The dine area is not a good location with in hotel.",2
Nice place for staying if you have work in orgadam and MRV. Quite convenient and may be the best place in that area. Breakfast spread was superb and for dinner as well the variety of foods available for buffet was quite elaborate. On the top of Wi-Fi was good,2
"In short, worth for money. An amazing experience and I definitely liked the breakfast buffet as complementary one. Also the rooms are very spacious and everything is perfect. It will be good if they club buffet dinner with some more tariff.",3
Great stay near industrial hub of oragadam. Beautiful room and facilities. Breakfast was classy. Definitely recommend for stay in both club and deluxe rooms. Hopefully prices are made competitive and more catchy for non business customers.,3
"Didn't liked the food either lunch or dinner.The fitness center is for namesake, have no equipment and trainer. Vary far from airport. Didn't find any good reason to travel so far for ITC brand. Thanks",2
"I hate to have a food, there was no proper food preparation, kindly change the food module and the people are nothing cared about the preparation I feel I lost 3500rs but the stay and views impressed but do please change the food.",2
In general our stay was comfortable.,3
Booked this hotel because they advertised with the view. Picture in the internet looked completely different from the small and shabby room they gave us after we insisted on a view.,1
"Very bad rooms and bed was smelling bathroom taps not working etc
Bad experience",1
Good hotel at the best location with affordable rates. Courteous and helpful staff. The food is good and the service is pleasant. The staff is very honest and they know why I am thankful for their honesty.,3
Throughout night it was noisy because of aircraft landing. The windows are poorly insulated.,1
Nice very good cant complain.,3
Everything was very good in the hotel. The room price was reasonable in the hotel. I would recommend this hotel to upcoming travellers. The activities were not available in the hotel. There was no delay in check in and checkout at the booking office of the hotel. The hotel was value for money.,3
The complimentary breakfast was provided by the hotel.,3
It was nice stay for me in this hotel because the location of the hotel was near to the city only. And staffs was also do operative. But manager of this hotel was tottaly good because I did not face any problem in this hotel related to the service food or anything. For me it was value for money. And if I will come in this city so I will stay here only,3
I had visited this hotel for official trip. Railway station was nearby the hotel. The hotel was well maintained. I didn't face any problem in check in and checkout in this hotel. The room was good. The service was very nice. The food quality and quantity was excellent. The activity was arranged in the hotel. I would recommend this hotel for upcoming travellers. I don't have any suggestion for this hotel.,3
It was very nice experience for me. When I entered the room it was awesome. Very nicely decorated. Housekeeping is well maintained. Food is delicious. Staff was very friendly and helpful through out the stay. I guess everyone will enjoy staying in this hotel.,3
I took room in midnight 2:00am but front desk was very active. Very nice hotel and good service. Clean room and bathroom. Front desk was very helpful. Excellent breakfast. Location is good in central railway station10 min drive to railway station and 45 minutes drive to airport. .,3
"Awesome experience with Fortel, excellent room and very hygienic. Located near the Egmore Railway station. This hotel is the best choice if you have to stay in Chennai / Egmore. Staff is good. Never experienced such kinda hotel. Finally Fortel - The fantastic hotel.",3
"It is very good hotel compare to others and it is very near to railway station , I enjoyed alot in this hotel ,and the room service is excellent, the bathroom was provide very cleanly, and the features in this hotel are good ,they provide Oyo rooms the way receptionist was very often good, lunch and dinner was very good and it has good condition ac and good condition lift",3
"It is very good hotel compare to others and it is very near to railway station , I enjoyed alot in this hotel ,and the room service is excellent, the bathroom was provide very cleanly, and the features in this hotel are good ,they provide Oyo rooms the way receptionist was very often good, lunch and dinner was very good, and the condition of ac and the lift also very good",3
"It is very good hotel compare to others and it is very near to railway station , I enjoyed alot in this hotel ,and the room service is excellent, the bathroom was provide very cleanly, and the features in this hotel are good ,they provide Oyo rooms the way receptionist was very often good, lunch and dinner was very good, and it has lift and good condition ac",3
"The staff at the hotel's front desk were absolutely fantastic. Location is very nice. The staff there were very friendly and helpful. I lost my iPhone and the front desk staff helped me to call all the places I have visited. Bed was super comfortable, room is spacious and clean. It was clean and beautiful - and the water pressure in the shower and tub is fantastic. Great hotel for business or pleasure.",3
The hotel is very good. It has very good facility of food and breakfast and it is very near to the railway station. It is also very near to Cineplex and bus stand. There are very good surroundings and good space for walking. The rooms are well decorated spacious. Room service is very good. The hotel staff is also very good.,3
"Fortel Chennai is one of the best luxury hotel in Chennai. It is situated at a prime location in Chennai. It is quite a good hotel providing various type of amenities. Service of the hotel is also good. Clean hotel. Rooms are good and clean. Staff behavior is also very good. Overall, the hotel is good and affordable.",3
great,3
"Clean, functional place to stay. Not quite as close to Marina Beach as it states, as we found out when we started walking! Still walkable distance though. Lots of little shops + market stalls around but did not see obvious places to eat. Not an obvious area for foreign tourists to stay as we did not find any other tourists in the area. This is not a problem for us but might be to others.",3
"front desk staffs are really good,they don't have a kitchen so everything you eat comes from outside restaurants...",2
"Crowded Area, plenty of shops nearby. Traffic is very heavy. Wifi password keeps changing everyday. Very friendly and helpful staff. Rooms are average. Worth the price though.",2
"I booked this hotel because of 3 star rating but it is not worth to 3 star. The location of the hotel is in very crowded place and maintenance of hotel is not upto the mark. The bed sheet was dirty, the chair cloth was broken looks 2nd handle, the bathroom has broken wall. Overall not worth for money.",1
I will recommend and prefer to stay in future ... Good service and good staffs,3
"Rooms are very small. But all the amenities are available in room. Free breakfast, newspaper, WiFi. But location of the hotel is in Mirshahibpet market. As it is in a market area so the hotel front area is a little bit congested. Good for short stay.",2
"The hotel staff are rude and not at all friendly. When asked for breakfast they denied later after showing reservation which says breakfast included they said it will be serve @11am. They service sucks big time. Even after reservation, they made us to wait for 1hrs to get room keys. Don't be fooled with other rating. Total the experience was pathetic will never stay in this hotel anytime in future.",1
"I really happy about this hotel stay. the hotel is close to the most visited place in the chennai city.
over roll I'm happy and I'll recommend to my friends.",3
"Excellent staff and facilities, great value for the money. Enjoyed my two day stay here.",3
I like to stay here overnight when travelling via Chennai to or from further south in Tamil Nadu .,3
"Above average

Morning buffet was averge for 5 star hotel. 

Smoking smell thru out the corridor.",2
Good nice hotel. Clean and comfortable,3
"Rooms quite alright, bathrooms clean, bed mattresses out of shape i.e. Curved in the torso region & need changing as they are not comfortable to sleep in, food average, i would not mind staying here again but enough reasons for making it a better place to be in - surely. 6/10.",2
"Really hotel staff is not experienced , on check in I was told its king size bed but in room it's twins and got excused , sorry we are fully booked , no person in hotel to help you with your luggage and also the time take your luggage to put in taxi , no people , no much opotions in breakfast",1
Very present stay.,3
We stayed one night because we had a stop over in Chennai. We chose this hotel because it was close to the airport. We had heard a lot of mixed reviews about the hotel but we didn't have any issues.,3
good,3
"Spacious Rooms, Clean Bathrooms
The services is the one of the worst in this categories of hotels
Check In Time tooooo long.
In room Service Pathetic
Breakfast you will not get anything, looks like you have lost in market, Staffs are not helpful.
Guest Service - No response (phone keeps on ringing, no one to attend)
Check Out - Pathetic,",1
"We were surprised at just how good it is. We loved it, and would certainly stay there if we ever return to Chennai. I congratulate the managers and staff for a job well done.",3
"Very decent staff. Helping nature was good and very near to Chennai central and park station. Overall, good and very safe hotel to stay!!! Market area was also close to the place. You can get taxi or auto easily.",3
Location is very good. It is near to Chennai Central Railway Station only 6 to 7 minutes walkable distance. It is an average hotel and function of the front office also is also rated as average. Regarding the food it is good and room is good but bathroom is so small.,2
There were activities arranged by this hotel. The best part of the hotel was cleanliness and service. The food was good with quality and quantity. I would recommend this hotel to upcoming travellers.,3
The lady receptionist was acting like she owns the bell hotel and said BIG NO for everything that we requested for. She said finally this is not for serving customers at all since you booked from make my trip. Very very bad experience just because of her,2
"It's nice place to go and enjoy, it has everything it. It's one of the best place I went. I really enjoyed it. There is no drawback in the hotel. You can really enjoy the place to see. It need to add some entertainment game with it so, all will love the place.",3
1.11E+249,3
"One of the worse hotel. I have seen in my life specially for single room. Railway track nearby, so whole night you will not sleep also AC noisy. Worse hotel and total wastage of money. I will not advice single person to take room in this hotel. No silence and renovation not upto mark. Totally they made me fool.",1
Hotel rooms are good. Front desk is staff is good. Difficult to communicate to restaurant staff. Food service pathetic also IRD. Acceptable overall. Nothing great. Location is good. If service improved it can be a good hotel. Rooms are not that great facilities can be improved.,3
The hotel was located in the city. The appearance of the hotel was good. I had faced the difficulty in check in and checkout process. All amenities were provided in the room but TV was not working condition in the room. The behaviour of the staff’s was not friendly in the hotel. The food quality was good in the hotel. The activity was not arranged by the hotel.,3
"Rooms are very neat and clean. Staff is cooperative and friendly in behaviour. Hotel is located nearby Chennai central station but I recommend to take taxi for approaching hotel. Food is very delicious. Only thing where I'm not satisfied is that they are providing limited access to wifi. Overall, I give 4 out of 5.",3
"Food service is good and complimentary breakfast was also good. Room service is excellent. Rooms are neat. Yeah people can choose the hotel and main reason to stay is nearby railway station and market area. Overall, to stay in this hotel is good but parking area is not comfortable for four wheeler.",3
"The hotel was super convenient; management was friendly, efficient and effective. I would definitely recommend this hotel to all friends travelling to Chennai. Rooms were spacious, bathrooms clean with quality toiletries and breakfasts were sumptuous.",3
Good value for money. Very neat well appointed room had a very comfortable stay. Very near to city centre. The room had a great view of the sea shore. I would recommend for long stays too as you have washing machine and all cooking range.,3
"The hotel is clean, convenient and good value for money. Staff are courteous and helpful. However, they need more training to be efficient. They are prone to mistakes in taking service and food requests. Buffet breakfast needs improvement. Was my third trip.",3
"Too much good experience with hospitality, cleanliness, facility and privacy and good value for money... To keep mind relaxing... Keep it up... Wanna visit other properties by this Somerset people.",3
Food is expensive .. Other than that a great hotel . .,3
I am deaf. Bar is closed and Restaurant is okay ... It should be more decoration as beautiful. I enjoyed swimming top floor and weather is good,3
"Very Good Service Apartment which gives you a feel of Hotel. Facilities, staff and cleanliness was good. Restaurants can have more options. Locality of the hotel is good. Hotel should provide Valet parking for the cars. Overall experience was good.",3
"Overall, it was good experience. Rooms were spacious and they were kept very clean and tidy. Room service was good. Good dining experience. With swimming pool and lot more. Located close to malls, temple, beach etc. It makes travel more easy. Must visit.",3
"Very good hotel at reasonable price, Location is good, food is excellent and rooms are spacious, Staff is friendly but had taken a long time to check-in than usually happens, Very close to beach and have nice view of the beach from the hotel, prefer for weekend stays with family.",3
Regular stay nothing to write home about. During morning breakfast they ask you to go to reception to collect breakfast coupon. First time I have come across this weird practice. If you order a drink in the room the waiters want you to settle the bill by cash as it cannot be posted in the bill. Most unusual and unfriendly.,2
This is excellent hotel for long term stay and also for family. Lobby is very clean and good. Breakfast is OK. I really enjoyed the shower and the Bathroom is excellent. Good view from my room. I recoded this hotel for all types of stays.,3
"Worth staying, value for money it give all facilities available in any apartment do stay once in your life time",3
"It's one of those places that's the very definition of home away from home. And even better, home that has lovely people helping you out with even the tiniest of tiny things. The staff is just wonderful - Vinod, Prashanth, Ashok.",3
This is an awesome property very well maintained and the service is matching to there standards. The infinity pool is excellent with roof top jacuzzi and we'll equipped gym to take care of your health. Overall excellent.,3
The hotel was located near the iyyappan temple and the surrounding by sea views. The hotel was very good condition for the best price. I really enjoyed the location very well. It was in very hot of the city centre and the service was excellent and value for money.,3
Excellent and renovating stay. Nice room. Great roof top pool and hygienic gym. Food could be better. Also the rates for repeat customer need to be considered. I wanted to extend my stay but due to rates I couldn't continue.,3
"Good, well connected to the city, value for money deals",3
At best I would rate it 4 star. The Restaurant is ok but again nothing like 5 star. The rooftop pool is very good and that's the reason I gave a 4 for facilities. At night you can hear the dogs barking in the street below. Outside the hotel its pretty grim with a lot of rubbish left lying around.,2
Excellent place to stay in Chennai. Almost a 5 star hotel and the staff is excellent. Good buffet breakfast,3
the buffet breakfast was not up to the 4 star category.,3
Washroom was stinking .. House keeping were not active in their job .. They were pretty slow .. Like the pool ..,2
"Lovely few days stay at the Somerset. Rooftop swimming pool was fab. The breakfast at both attached restaurants was varied and lovely to have freshly made parathas!
Although watch out for the evening buffet -well over priced.
Room was great with everything you'd want if you were staying for a long period.
Staff were polite and helpful.
We'd certainly recommend the Somerset!",3
"Hotel and facilities are good. But checkin staff was very rude and arrogant. Was not welcoming, and was brusque with the paperwork. Didn't inform us of breakfast timings and so we missed it inadvertently.",2
Repeat customer. Very accomodative with late checkout request.,3
"Stayed there for 2 days with family. Hotel was very clean, comfortable and comparable to international hotel chains. Would definitely stay there again.",3
"Descent security check, Warm welcome, good escort to the room and briefing, nice breakfast,other usual comforts.on the whole I enjoyed my stay. Thank you",3
"Air conditioning will need further maintenance. For a 5 star hotel my room was very musty and needed to be changed. In addition, the temperate gauges did NOT work on my air condo and thus the room was freezing.

For events, the staff was really good and cooperative",3
"Really enjoyed the Japanese and Chinese restaurants, menu and food were excellent. Rooms were clean and quiet. Used the shuttle service everyday and was very easy. Will stay again next time I am in Chennai for work.",3
I had a bad experience and will not visit this hotel again,1
"Very comfortable, there was an excellent selection of breakfast and dinner. Watch out for overpriced bottles of water though! 

The staff were extremely helpful. 

 Lovely outdoor swimming pool - but very dark in the evenings - could do with better signage and lighting.",3
"Hotel is not a 5 starts hotel anymore.
The neighborhood is in construction so you can't get out by walking.
The hotel has a ballroom so they have parties every night and you can hear it in the room (7th floor).
Breakfast is mostly Indian, so if you don't like Indian food you're in trouble.
The free WI-Fi is lousy",2
Over all its great and pleasant services from entrance,3
My fifth stay at the hotel for business. Rooms are great and the restaurants are excellent although not cheap. The room service menu is very good though and reasonably priced. The best part about the hotel is the staff who are very friendly and always helpful.,3
enjoyable,3
"Most impressive service by staff in all areas. Good restaurants and fitness center. Beautiful hotel. Love the creative way the bathroom is set up that makes it both beautiful and functional. Love the many shelves in room and bathroom. However, the grout in the shower area looks like it needs some deep cleaning. Still, had a wonderful time at the hotel.",3
"The linens were smelling bad, and the elevators had a pungent odour. The housekeeping was not up to par of a 5 star hotel. They didn't clean the rooms regularly, I had a big argument with the housekeeping manager.

Doorman Syed and K. Subramani from Bell Services made my stay comfortable, even with these ordeals..",1
"Stayed at the Hyatt in Chennai for the first time and was a refreshing change from the other hotels in the city.
Great rooms , brilliant food and the location could nt be better.",3
We had a great experience STAYING IN THE HOTEL when we had visited Chennai for a short stay,3
"The cleanliness was appreciated.
The hotel is also well situated in the center of town and shopping area.",3
The hotel facilities are really good.The buffet breakfast is really taste and good varieties.,3
"This hotel is in good location, but room services and cleanliness leaves lot to expect.",2
"Very happy with my stay at Radha Regent. Very friendly hotel staff, facilities and the buffet was excellent with lots of variety.",3
"We a family of 3 stayed for a day at Radha Regent, The Room size was ok.The toilet was good,The extra bed provided was a ramshackle piece.The Breakfast was splendid and the staff highly professional.Parking was hassle free.",3
Good,3
The location next to bus stop on bangalore to chennai route was what drew us to this motel. It is quite nice inside. The breakfast buffet was amazingly good with lots of Indian and Continental breakfast items.,3
"Hotel is simply good
But booking through expedia has made it miserable.
Very poor communication. 
Inthr hotel wifi is poor.",3
"Satisfied with hotel cleanliness, staff support and breakfast.",2
The rooms were spacious and breakfast really good. Felt like spending some more time but had to rush for some commitments. The resto-bar has a classic set-up. Didn't quite look out for the gym. Planning to stay here in future when travelling with family.,3
"Excellent hotel. Very good hotel at peak location. Service is excellent including 24 hours room service. Good ambience, complimentary breakfast is awesome with large variety of items. 100% I am satisfied.",3
Had a good time. Worth of money the ambience excellent and attentive service by staff. Varriety of food option and bars and security and safety standards very high. Laka,3
"Hotel room is just average. Washroom was not cleaned at the time of check in. Would not recommend. Gym was average, overall not value for money. Very old property not upgraded at all.",1
"Very good hotel at peak location. Service is excellent including 24 hours room service. Good ambiance, complimentary breakfast is awesome with a large variety. However the room facilities can be better, that would be like icing on the cake. All over very pleasant stay.",3
I stayed in this hotel on 28 June 2016. Stay was nice. Service was excellent. Breakfast menu was good with lots of variety for veg and non veg. Hotel location is also easy to locate. Overall experience is good and I will recommend to stay in this Hotel.,3
Stayed only 10 hours... Good experience. The break-fast is excellent... Especially hospitality in restaurant ( Breakfast) is good. Even though it is complementary they value their customers Only one thing which is not changing in India... The reception people start calling from 11 O clock for check out... Every one knows we have to check out at 12 noon... At least start calling after 12 if gets delayed.,3
Friendly staff with excellent breakfast. The only draw back was the music at Geoffrey's was too loud and conversing was next to impossible. Nice concept of smokers and non smokers room as generally in a room where a person smokes the room smells of tobacco.,3
It was a very good stay. We enjoyed our stay. The ambient and facilities were good. The food was good and the services were prompt. But they would have added Business news papers availability for the guest to keep them abreast of business developments and current business news. Overall it is very good.,3
"cvpisfivfsgfofgfogfaomfmgoimfdogfdogfdojgofjdgjfajgfisjgmfvkmfkdmvfmgifmgiofamvmf,vmlfmvofmvofmvofvmfmvofmvmfmvfmvmfmlifmgmflgfgagfkgksfdkgl;kflgkskg;laskg;lskgksgk;skag;skgs;kgksdf;kkdskfdskfkdskf;dlskf;ldksf;kds;fkdskfkds;kf;sdkf;daskfkds;fk;dslkfdskf",3
Rooms need some refurb as it looks old and the toilet need to have proper bathing space. Though it is not in the centre of the city it is easily accessible. Food is OK. Other amenities are good.,3
Very good hotel. Nice service. One of the best hotel and well trained employees. Excellent food. Really delighted experience for two days. I had stayed with family. My son really enjoyed during stay in this hotel.,3
Nice place to stay with family at reasonable price. Food is really delicious. Rooms are very neat and clean and the place is really pleasant. WiFi facility is good. Value for money. Always my first choice in Chennai is Radha regent.,3
I liked it very much. I recommend my friends and relatives to book room in your hotel. Food was very delicious. I like buffet system. Free breakfast idea is very nice and attractive yummy dishes.,3
Though I have stayed in several Sarovar Hotel across India. This was my very 1st stay at Radha Regent Chennai and overall experience was good. Location and hospitality was excellent. And service and cleanliness of the room was good. I will prefer Radha Regent for future stays and refer to my friends to Radhika regency.,3
I have stayed at the radha many times due to its location for my business. The rooms are run down and basic with need of updating. The noise level at night due to live music within the hotel is annoying but is over by midnight. That said the service is always exceptional and the food in the lobby lounge is also excellent.,2
It is an ideal place for the price. Good restaurant. Very close to textile & jewellery hub of T Nagar. Other good veg restaurants are also close by. Though it is a small building easy to locate. I recommend strongly for frequent travellers.,3
"Queens way park was good hotel to stay for corporate people, but inside staff are not much educated and unprofessional behavior. Complementary breakfast are not much good, quality of food also not much worth. Inside room was good and cleanliness, I loved it. Overall hotel was below average and costwise to stay at this point of time OK.",2
Located in prime area. Budget hotel with clean and neat rooms. Food is very good. However non availability of flexi check out (12 noon strictly followed) and very few staff to assist in room service is only problem. Very good hotel for short stay though.,3
The Hotel is good and clean. But the breakfast spread is poor. The Food quality is average and no much options to choose from,3
"Everything is Excellent ... Location - Heart of the City, Food - Awesome, nice Hotel, Easy Connectivity, Prices also reasonable, worth. Good Hygiene",3
"Was on a business travel, good hotel.. Stay was good except the breakfast served.. Not much variety & WiFi was slow. Beverage kept in Mini Bar way too costly. Overall as it was close to the place I wanted to visit, & just one day.. No issue.",3
"It was pleasant stay, rooms are decent, service was very good. Very good location too. Only one issue I have faced was - Internet availability for first 2 days was issue. Once I spoke to reception, they have fixed it on next day. Overall its value for money.",3
Good place. Good food and good service. Everything at the hotel is worth for the money spent. Overall I had a great stay at Queensway Park. I will definitely come back again for a stay at the hotel.,3
"No cleanliness, rooms full of mosquitoes, pathetic service, OK food. Never suggest to go to this hotel. Very limited options of breakfast and dinner. Mediocre quality of food",2
"Good one, recommended. Liked the hotel and their services. Hotel location is also ok. The rooms are comparatively bigger than the tariff. Cleanliness is also good. Staff are well mannered and services are good. Breakfast is also good and room service as well.",3
The staff is really nice. The rooms are good and it is in a good location as it is near many stores. The breakfast served is also good. It is good for both family and business travellers. I would recommend it to my friends and family. It is worth the money paid.,3
"Overall a decent place to stay. The location is perfect, easy to find. The rooms are also good. The only disadvantage is the restaurant. It doesn't have a lot of variety to choose from. Even the place is pretty small. However the taste was very good. Hotel staff is also courteous and made it a very good experience for us.",3
"Good one, recommended. Liked the hotel and their services. Hotel location is also ok. The rooms are comparatively bigger than the tariff. Cleanliness is also good. Staff are well mannered and services are good. Breakfast is also good and room service as well.",3
Value for money for sure. Very courteous front desk & all staff. Clean room. Everything good. Would surely recommend. Good for family as well as for business travellers. Breakfast (included) was good enough for the price of the room. It's restaurant is though little bit highly prices but not very expensive. Location is good in T. Nagar. Also railway station walking distance. Overall a good experience.,3
"Hotel dhik dhak hai.rate ke hisab se achi hain, lekin nasta average tha,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@##@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@××@×@@@@@×××××××××##@@@@@@@@@@@@@@@@@@@@@@",3
Not worth 5k for a night. 5 star hotels in chennai are around the same price. Not at all worth the price at this hotel.,2
"It's a decent hotel located close to Marina beach and a few good restaurants, very friendly staff.",2
Excellent location with best vegetarian food available in the city. Easily accessible in the heart of city. Regarding WiFi it's bit slow and room cleanliness is bit average. Can improve a little bit on these two aspects.,3
